,ticker,cik
1231,HKIB,0001769731
1232,HL,0000719413
1233,HLF,0001180262
1234,HLI,0001302215
1235,HLT,0001585689
1236,HLX,0000866829
1237,HMC,0000715153
1238,HMG,0000311817
1239,HMI,0001720446
1240,HMLP,0001603016
1241,HMN,0000850141
1242,HMY,0001023514
1243,HNGR,0000722723
1244,HNI,0000048287
1245,HNP,0000929058
1246,HNW,0001388126
1247,HOG,0000793952
1248,HOME,0001646228
1249,HON,0000773840
1250,HOV,0000357294
1251,HP,0000046765
1252,HPE,0001645590
1253,HPF,0001189740
1254,HPI,0001176199
1255,HPP,0001482512
1256,HPQ,0000047217
1257,HPR,0001725526
1258,HPS,0001215913
1259,HPX,0001809353
1260,HQH,0000805267
1261,HQL,0000884121
1262,HR,0000899749
1263,HRB,0000012659
1264,HRC,0000047518
1265,HRI,0001364479
1266,HRL,0000048465
1267,HRTG,0001598665
1268,HSBC,0001089113
1269,HSC,0000045876
1270,HSY,0000047111
1271,HT,0001063344
1272,HTA,0001360604
1273,HTD,0001260041
1274,HTFA,0001487428
1275,HTGC,0001280784
1276,HTH,0001265131
1277,HTY,0001396502
1278,HUBB,0000048898
1279,HUBS,0001404655
1280,HUD,0001714368
1281,HUM,0000049071
1282,HUN,0001307954
1283,HUSA,0001156041
1284,HUYA,0001728190
1285,HVT,0000216085
1286,HWM,0000004281
1287,HWM$,0000004281
1288,HXL,0000717605
1289,HY,0001173514
1290,HYB,0000825345
1291,HYI,0001497186
1292,HYLN,0001759631
1293,HYT,0001222401
1294,HZAC,0001817071
1295,HZN,0001637655
1296,HZO,0001057060
1297,IAA,0001745041
1298,IACA,0001821018
1299,IAE,0001385632
1300,IAF,0000779336
1301,IAG,0001203464
1302,IBA,0001044896
1303,IBIO,0001420720
1304,IBM,0000051143
1305,IBN,0001103838
1306,IBP,0001580905
1307,ICD,0001537028
1308,ICE,0001571949
1309,ICL,0000941221
1310,ID,0001698113
1311,IDA,0001057877
1312,IDE,0001417802
1313,IDT,0001005731
1314,IEX,0000832101
1315,IFF,0000051253
1316,IFFT,0000051253
1317,IFN,0000917100
1318,IFS,0001615903
1319,IGA,0001332943
1320,IGC,0001326205
1321,IGD,0001285890
1322,IGI,0001462586
1323,IGR,0001268884
1324,IGT,0001619762
1325,IH,0001814423
1326,IHC,0000701869
1327,IHD,0001496292
1328,IHG,0000858446
1329,IHIT,0001682811
1330,IHT,0000082473
1331,IID,0001395627
1332,IIF,0000916618
1333,IIM,0000885601
1334,IIPR,0001677576
1335,IMAX,0000921582
1336,IMH,0001000298
1337,IMLP,0000312070
1338,IMO,0000049938
1339,IMPX,0001820191
1340,INDO,0001757840
1341,INFO,0001598014
1342,INFU,0001337013
1343,INFY,0001067491
1344,ING,0001039765
1345,INGR,0001046257
1346,INN,0001497645
1347,INS,0000320340
1348,INSI,0000030125
1349,INSP,0001609550
1350,INSW,0001679049
1351,INT,0000789460
1352,INTT,0001036262
1353,INUV,0000829323
1354,INVH,0001687229
1355,IO,0000866609
1356,IOR,0000949961
1357,IP,0000051434
1358,IPG,0000051644
1359,IPI,0001421461
1360,IPOB,0001801169
1361,IPOC,0001801170
1362,IPV,0001789029
1363,IQI,0000885125
1364,IQV,0001478242
1365,IR,0001699150
1366,IRET,0000798359
1367,IRL,0000858707
1368,IRM,0001020569
1369,IRR,0001372117
1370,IRS,0000933267
1371,IRT,0001466085
1372,ISD,0001534880
1373,ISDR,0000843006
1374,ISR,0000728387
1375,IT,0000749251
1376,ITCB,0001276671
1377,ITGR,0001114483
1378,ITP,0001358190
1379,ITRG,0001722387
1380,ITT,0000216228
1381,ITUB,0001132597
1382,ITW,0000049826
1383,IVC,0000742112
1384,IVH,0001568292
1385,IVR,0001437071
1386,IVZ,0000914208
1387,IX,0001070304
1388,J,0000052988
1389,JAX,0001617227
1390,JBGS,0001689796
1391,JBL,0000898293
1392,JBT,0001433660
1393,JCE,0001385763
1394,JCI,0000833444
1395,JCO,0001686142
1396,JDD,0001255821
1397,JE,0001538789
1398,JEF,0000096223
1399,JELD,0001674335
1400,JEMD,0001708261
1401,JEQ,0000866095
1402,JFR,0001276533
1403,JGH,0001615905
1404,JHAA,0001753217
1405,JHB,0001647933
1406,JHG,0001274173
1407,JHI,0000759828
1408,JHS,0000759866
1409,JHX,0001159152
1410,JIH,0001787791
1411,JILL,0001687932
1412,JJA,0000312070
1413,JJC,0000312070
1414,JJE,0000312070
1415,JJG,0000312070
1416,JJM,0000312070
1417,JJN,0000312070
1418,JJP,0000312070
1419,JJS,0000312070
1420,JJT,0000312070
1421,JJU,0000312070
1422,JKS,0001481513
1423,JLL,0001037976
1424,JLS,0001472215
1425,JMIA,0001756708
1426,JMM,0000838131
1427,JMP,0001302350
1428,JNJ,0000200406
1429,JNPR,0001043604
1430,JO,0000312070
1431,JOB,0000040570
1432,JOE,0000745308
1433,JOF,0000859796
1434,JP,0001616291
1435,JPC,0001216583
1436,JPI,0001547994
1437,JPM,0000019617
1438,JPS,0001176433
1439,JPT,0001679033
1440,JQC,0001227476
1441,JRI,0001539337
1442,JRO,0001289213
1443,JRS,0001158289
1444,JSD,0001509253
1445,JT,0001713923
1446,JTA,0001265708
1447,JTD,0001397173
1448,JWN,0000072333
1449,JWS,0001800682
1450,K,0000055067
1451,KAI,0000886346
1452,KAMN,0000054381
1453,KAR,0001395942
1454,KB,0001445930
1455,KBH,0000795266
1456,KBR,0001357615
1457,KEN,0001611005
1458,KEP,0000887225
1459,KEX,0000056047
1460,KEY,0000091576
1461,KEYS,0001601046
1462,KF,0000748691
1463,KFS,0001072627
1464,KFY,0000056679
1465,KGC,0000701818
1466,KIM,0000879101
1467,KIO,0001515940
1468,KIQ,0001161814
1469,KKR,0001404912
1470,KL,0001713443
1471,KLR,0001719489
1472,KMB,0000055785
1473,KMF,0001500096
1474,KMI,0001506307
1475,KMPR,0000860748
1476,KMT,0000055242
1477,KMX,0001170010
1478,KN,0001587523
1479,KNL,0001011570
1480,KNOP,0001564180
1481,KNX,0001492691
1482,KO,0000021344
1483,KODK,0000031235
1484,KOF,0000910631
1485,KOP,0001315257
1486,KOS,0001509991
1487,KR,0000056873
1488,KRA,0001321646
1489,KRC,0001025996
1490,KREF,0001631596
1491,KRG,0001286043
1492,KRO,0001257640
1493,KRP,0001657788
1494,KSM,0000846596
1495,KSS,0000885639
1496,KSU,0000054480
1497,KSU$,0000054480
1498,KT,0000892450
1499,KTB,0001760965
1500,KTF,0000839533
1501,KW,0001408100
1502,KWR,0000081362
1503,KYN,0001293613
1504,L,0000060086
1505,LAC,0001440972
1506,LAD,0001023128
1507,LADR,0001577670
1508,LAIX,0001742056
1509,LAZ,0001311370
1510,LB,0000701985
1511,LBRT,0001694028
1512,LC,0001409970
1513,LCI,0000057725
1514,LCII,0000763744
1515,LCTX,0000876343
1516,LD,0000312070
1517,LDL,0000060977
1518,LDOS,0001336920
1519,LDP,0001548717
1520,LEA,0000842162
1521,LEAF,0001365038
1522,LEAP,0001818346
1523,LEE,0000058361
1524,LEG,0000058492
1525,LEJU,0001596856
1526,LEN,0000920760
1527,LEO,0000818972
1528,LEU,0001065059
1529,LEVI,0000094845
1530,LFC,0001268896
1531,LGI,0001278211
1532,LGL,0000061004
1533,LGVW,0001804176
1534,LH,0000920148
1535,LHX,0000202058
1536,LII,0001069202
1537,LIN,0001707925
1538,LINX,0001770883
1539,LITB,0001523836
1540,LL,0001396033
1541,LLY,0000059478
1542,LMND,0001691421
1543,LMT,0000936468
1544,LN,0001611820
1545,LNC,0000059558
1546,LND,0001499849
1547,LNG,0000003570
1548,LNN,0000836157
1549,LOAK,0001779020
1550,LODE,0001120970
1551,LOMA,0001711375
1552,LOV,0001705338
1553,LOW,0000060667
1554,LPG,0001596993
1555,LPI,0001528129
1556,LPL,0001290109
1557,LPX,0000060519
1558,LRN,0001157408
1559,LSF,0001650696
1560,LSI,0000944314
1561,LSPD,0001823306
1562,LTC,0000887905
1563,LTHM,0001742924
1564,LU,0001816007
1565,LUB,0000016099
1566,LUMN,0000018926
1567,LUV,0000092380
1568,LVS,0001300514
1569,LW,0001679273
1570,LXFR,0001096056
1571,LXP,0000910108
1572,LXU,0000060714
1573,LYB,0001489393
1574,LYG,0001160106
1575,LYV,0001335258
1576,LZB,0000057131
1577,M,0000794367
1578,MA,0001141391
1579,MAA,0000912595
1580,MAC,0000912242
1581,MAG,0001230992
1582,MAIN,0001396440
1583,MAN,0000871763
1584,MANU,0001549107
1585,MAS,0000062996
1586,MATX,0000003453
1587,MAV,0001258943
1588,MAX,0001818383
1589,MAXR,0001121142
1590,MBI,0000814585
1591,MBT,0001115837
1592,MC,0001596967
1593,MCA,0000888410
1594,MCB,0001476034
1595,MCC,0001490349
1596,MCD,0000063908
1597,MCF,0001071993
1598,MCI,0000275694
1599,MCK,0000927653
1600,MCN,0001289868
1601,MCO,0001059556
1602,MCR,0000851170
1603,MCS,0000062234
1604,MCV,0001490349
1605,MCY,0000064996
1606,MD,0000893949
1607,MDC,0000773141
1608,MDLA,0001540184
1609,MDLQ,0001536577
1610,MDLX,0001536577
1611,MDLY,0001611110
1612,MDP,0000065011
1613,MDT,0001613103
1614,MDU,0000067716
1615,MEC,0001766368
1616,MED,0000910329
1617,MEG,0001643615
1618,MEI,0000065270
1619,MEN,0000844172
1620,MET,0001099219
1621,MFA,0001055160
1622,MFAC,0001725872
1623,MFC,0001086888
1624,MFD,0001276469
1625,MFG,0001335730
1626,MFGP,0001359711
1627,MFL,0001045126
1628,MFM,0000801961
1629,MFT,0000891188
1630,MFV,0000856128
1631,MG,0001436126
1632,MGA,0000749098
1633,MGF,0000811922
1634,MGM,0000789570
1635,MGP,0001656936
1636,MGR,0001004434
1637,MGU,0001326390
1638,MGY,0001698990
1639,MHD,0001034665
1640,MHE,0000901824
1641,MHF,0000830487
1642,MHH,0001437226
1643,MHI,0001223026
1644,MHK,0000851968
1645,MHLA,0001412100
1646,MHN,0001038186
1647,MHNC,0001412100
1648,MHO,0000799292
1649,MIC,0001289790
1650,MIE,0001564216
1651,MIN,0000826735
1652,MITT,0001514281
1653,MIXT,0001576914
1654,MIY,0000890393
1655,MKC,0000063754
1656,MKL,0001096343
1657,MLI,0000089439
1658,MLM,0000916076
1659,MLP,0000063330
1660,MLPB,0001114446
1661,MLPO,0001053092
1662,MLPY,0000895421
1663,MLR,0000924822
1664,MLSS,0000855683
1665,MMC,0000062709
1666,MMD,0001518557
1667,MMI,0001578732
1668,MMM,0000066740
1669,MMP,0001126975
1670,MMS,0001032220
1671,MMT,0000809173
1672,MMU,0000886043
1673,MMX,0001773250
1674,MN,0001524223
1675,MNP,0000894351
1676,MNR,0000067625
1677,MNRL,0001745797
1678,MNSO,0001815846
1679,MO,0000764180
1680,MOD,0000067347
1681,MODN,0001118417
1682,MOGU,0001743971
1683,MOH,0001179929
1684,MOS,0001285785
1685,MOV,0000072573
1686,MP,0001801368
1687,MPA,0000891038
1688,MPC,0001510295
1689,MPLN,0001793229
1690,MPLX,0001552000
1691,MPV,0000831655
1692,MPW,0001287865
1693,MPX,0001129155
1694,MQT,0000887394
1695,MQY,0000890196
1696,MRC,0001439095
1697,MRK,0000310158
1698,MRO,0000101778
1699,MS,0000895421
1700,MSA,0000066570
1701,MSB,0000065172
1702,MSC,0001713334
1703,MSCI,0001408198
1704,MSD,0000904112
1705,MSGE,0001795250
1706,MSGN,0001469372
1707,MSGS,0001636519
1708,MSI,0000068505
1709,MSM,0001003078
1710,MSN,0000032621
1711,MSP,0001724570
1712,MT,0001243429
1713,MTA,0001722606
1714,MTB,0000036270
1715,MTD,0001037646
1716,MTDR,0001520006
1717,MTG,0000876437
1718,MTH,0000833079
1719,MTL,0001302362
1720,MTL$,0001302362
1721,MTN,0000812011
1722,MTNB,0001582554
1723,MTOR,0001113256
1724,MTR,0000313364
1725,MTRN,0001104657
1726,MTT,0001454021
1727,MTW,0000061986
1728,MTX,0000891014
1729,MTZ,0000015615
1730,MUA,0000901243
1731,MUC,0001051004
1732,MUE,0001071899
1733,MUFG,0000067088
1734,MUH,0001038190
1735,MUI,0001232860
1736,MUJ,0001053988
1737,MUR,0000717423
1738,MUS,0001058234
1739,MUSA,0001573516
1740,MUX,0000314203
1741,MVC,0001099941
1742,MVF,0000835948
1743,MVO,0001371782
1744,MVT,0000897269
1745,MWA,0001350593
1746,MX,0001325702
1747,MXC,0000066418
1748,MXE,0000863900
1749,MXF,0000065433
1750,MXL,0001288469
1751,MYC,0000882152
1752,MYD,0000879361
1753,MYE,0000069488
1754,MYF,0000882153
1755,MYI,0000883412
1756,MYJ,0000884216
1757,MYN,0000882150
1758,MYO,0001369290
1759,MYOV,0001679082
1760,MZA,0000911308
1761,NAD,0001083839
1762,NAK,0001164771
1763,NAT,0001000177
1764,NAV,0000808450
1765,NAVB,0000810509
1766,NBA,0001823882
1767,NBB,0001478888
1768,NBH,0001178839
1769,NBHC,0001475841
1770,NBO,0001178841
1771,NBR,0001163739
1772,NBW,0001178840
1773,NBY,0001389545
1774,NC,0000789933
1775,NCA,0000818851
1776,NCB,0001454979
1777,NCLH,0001513761
1778,NCR,0000070866
1779,NDMO,0001793129
1780,NDP,0001547158
1781,NEA,0001195737
1782,NEE,0000753308
1783,NEM,0001164727
1784,NEN,0000746514
1785,NEP,0001603145
1786,NES,0001403853
1787,NET,0001477333
1788,NEU,0001282637
1789,NEV,0001469392
1790,NEW,0001726189
1791,NEWR,0001448056
1792,NEX,0001688476
1793,NEXA,0001713930
1794,NFG,0000070145
1795,NFH,0001737422
1796,NFJ,0001260563
1797,NG,0001173420
1798,NGA,0001815495
1799,NGD,0000800166
1800,NGG,0001004315
1801,NGL,0001504461
1802,NGS,0001084991
1803,NGVC,0001547459
1804,NGVT,0001653477
1805,NHA,0001655544
1806,NHC,0001047335
1807,NHF,0001356115
1808,NHI,0000877860
1809,NHS,0001487610
1810,NI,0001111711
1811,NIB,0000312070
1812,NIE,0001383441
1813,NIM,0000890119
1814,NINE,0001532286
1815,NIO,0001736541
1816,NJR,0000356309
1817,NJV,0001454980
1818,NKE,0000320187
1819,NL,0000072162
1820,NLS,0001078207
1821,NLSN,0001492633
1822,NLY,0001043219
1823,NM,0001333172
1824,NMCO,0001774342
1825,NMI,0000830271
1826,NML,0001562051
1827,NMM,0001415921
1828,NMR,0001163653
1829,NNA,0001437260
1830,NNI,0001258602
1831,NNN,0000751364
1832,NNVC,0001379006
1833,NNY,0000818850
1834,NOA,0001368519
1835,NOAH,0001499543
1836,NOC,0001133421
1837,NOG,0001104485
1838,NOK,0000924613
1839,NOMD,0001651717
1840,NOV,0001021860
1841,NOVA,0001772695
1842,NOW,0001373715
1843,NP,0001296435
1844,NPK,0000080172
1845,NPN,0001454978
1846,NPO,0001164863
1847,NPTN,0001227025
1848,NR,0000071829
1849,NREF,0001786248
1850,NRG,0001013871
1851,NRGX,0001756908
1852,NRO,0001261166
1853,NRP,0001171486
1854,NRT,0000072633
1855,NRUC,0000070502
1856,NRZ,0001556593
1857,NS,0001110805
1858,NSA,0001618563
1859,NSC,0000702165
1860,NSCO,0001709682
1861,NSH,0001816017
1862,NSP,0001000753
1863,NSPR,0001433607
1864,NTB,0001653242
1865,NTCO,0001776967
1866,NTG,0001490286
1867,NTIP,0001065078
1868,NTN,0000748592
1869,NTP,0000829365
1870,NTR,0001725964
1871,NTST,0001798100
1872,NTZ,0000900391
1873,NUE,0000073309
1874,NUS,0001021561
1875,NUV,0000812801
1876,NUW,0001450445
1877,NVG,0001090116
1878,NVGS,0001581804
1879,NVO,0000353278
1880,NVR,0000906163
1881,NVRO,0001444380
1882,NVS,0001114448
1883,NVST,0001757073
1884,NVT,0001720635
1885,NVTA,0001501134
1886,NWG,0000844150
1887,NWHM,0001574596
1888,NWN,0001733998
1889,NX,0001423221
1890,NXC,0000885732
1891,NXE,0001698535
1892,NXN,0000885731
1893,NXP,0000883618
1894,NXQ,0000885733
1895,NXR,0000888411
1896,NXRT,0001620393
1897,NYC,0001595527
1898,NYCB,0000910073
1899,NYT,0000071691
1900,NYV,0001454981
1901,O,0000726728
1902,OAC,0001773751
1903,OACB,0001820931
1904,OBLG,0000746210
1905,OC,0001370946
1906,OCFT,0001780531
1907,OCN,0000873860
1908,OCX,0001642380
1909,ODC,0000074046
1910,OEC,0001609804
1911,OFC,0000860546
1912,OFG,0001030469
1913,OGCP,0001553079
1914,OGE,0001021635
1915,OGEN,0001174940
1916,OGS,0001587732
1917,OHI,0000888491
1918,OI,0000812074
1919,OIA,0000835333
1920,OII,0000073756
1921,OIL,0000312070
1922,OIS,0001121484
1923,OKE,0001039684
1924,OLN,0000074303
1925,OLP,0000712770
1926,OMC,0000029989
1927,OMF,0001584207
1928,OMI,0000075252
1929,ONE,0001722380
1930,ONTO,0000704532
1931,OOMA,0001327688
1932,OPP,0001678130
1933,OPY,0000791963
1934,OR,0001627272
1935,ORA,0001296445
1936,ORAN,0001038143
1937,ORC,0001518621
1938,ORCC,0001655888
1939,ORCL,0001341439
1940,ORI,0000074260
1941,ORN,0001402829
1942,OSB,0000877365
1943,OSG,0000075208
1944,OSH,0001564406
1945,OSK,0000775158
1946,OTIS,0001781335
1947,OUT,0001579877
1948,OVV,0001792580
1949,OXM,0000075288
1950,OXY,0000797468
1951,PAA,0001070423
1952,PAC,0001347557
1953,PACE,0001819404
1954,PACK,0001712463
1955,PAG,0001019849
1956,PAGP,0001581990
1957,PAGS,0001712807
1958,PAI,0000075398
1959,PAM,0001469395
1960,PANA,0001811063
1961,PANW,0001327567
1962,PAR,0000708821
1963,PARR,0000821483
1964,PAYC,0001590955
1965,PB,0001068851
1966,PBA,0001546066
1967,PBB,0001287032
1968,PBC,0001287032
1969,PBF,0001534504
1970,PBFX,0001582568
1971,PBH,0001295947
1972,PBI,0000078814
1973,PBR,0001119639
1974,PBT,0000319654
1975,PCF,0000810943
1976,PCG,0001004980
1977,PCGU,0001004980
1978,PCI,0001558629
1979,PCM,0000908187
1980,PCPL,0001800347
1981,PD,0001568100
1982,PDAC,0001821317
1983,PDI,0001510599
1984,PDM,0001042776
1985,PDS,0001013605
1986,PDT,0000855886
1987,PE,0001594466
1988,PEAK,0000765880
1989,PEB,0001474098
1990,PED,0001141197
1991,PEG,0000788784
1992,PEI,0000077281
1993,PEN,0001321732
1994,PEO,0000216851
1995,PFD,0000868578
1996,PFE,0000078003
1997,PFFL,0001114446
1998,PFGC,0001618673
1999,PFH,0001137774
2000,PFO,0000882071
2001,PFS,0001178970
2002,PFSI,0001745916
2003,PG,0000080424
2004,PGM,0000312070
2005,PGP,0001318025
2006,PGR,0000080661
2007,PGRE,0001605607
2008,PGTI,0001354327
2009,PGZ,0001557523
2010,PH,0000076334
2011,PHD,0001305767
2012,PHG,0000313216
2013,PHGE,0001739174
2014,PHI,0000078150
2015,PHM,0000822416
2016,PHR,0001412408
2017,PHT,0001166258
2018,PHX,0000315131
2019,PIAI,0001819175
2020,PIC,0001772720
2021,PII,0000931015
2022,PIM,0000830622
2023,PINE,0001786117
2024,PING,0001679826
2025,PINS,0001506293
2026,PIPR,0001230245
2027,PJT,0001626115
2028,PK,0001617406
2029,PKE,0000076267
2030,PKG,0000075677
2031,PKI,0000031791
2032,PKO,0001412350
2033,PKX,0000889132
2034,PLAG,0001117057
2035,PLAN,0001540755
2036,PLD,0001045609
2037,PLG,0001095052
2038,PLM,0000866028
2039,PLNT,0001637207
2040,PLOW,0001287213
2041,PLT,0000914025
2042,PLTR,0001321655
2043,PLX,0001006281
2044,PLYM,0001515816
2045,PM,0001413329
2046,PMM,0000844790
2047,PMO,0000900422
2048,PMT,0001464423
2049,PMVC,0001807765
2050,PNC,0000713676
2051,PNM,0001108426
2052,PNR,0000077360
2053,PNW,0000764622
2054,POR,0000784977
2055,POST,0001530950
2056,PPG,0000079879
2057,PPL,0000922224
2058,PPR,0000826020
2059,PPT,0000827773
2060,PPX,0000922224
2061,PQG,0001708035
2062,PRA,0001127703
2063,PRGO,0001585364
2064,PRI,0001475922
2065,PRK,0000805676
2066,PRLB,0001443669
2067,PRMW,0000884713
2068,PRO,0001392972
2069,PROS,0001634038
2070,PRPB,0001812667
2071,PRS,0001137774
2072,PRSP,0001724670
2073,PRT,0001724009
2074,PRTY,0001592058
2075,PRU,0001137774
2076,PSA,0001393311
2077,PSB,0000866368
2078,PSF,0001498612
2079,PSN,0000275880
2080,PSO,0000938323
2081,PSTG,0001474432
2082,PSTH,0001811882
2083,PSTL,0001759774
2084,PSX,0001534701
2085,PSXP,0001572910
2086,PTA,0001793882
2087,PTK,0001797099
2088,PTN,0000911216
2089,PTR,0001108329
2090,PUK,0001116578
2091,PUK$,0001116578
2092,PUMP,0001680247
2093,PVG,0001508844
2094,PVH,0000078239
2095,PVL,0001520048
2096,PW,0001532619
2097,PWR,0001050915
2098,PXD,0001038357
2099,PYPE,0001114446
2100,PZG,0001629210
2101,PZN,0001399249
2102,QD,0001692705
2103,QEP,0001108827
2104,QGEN,0001015820
2105,QSR,0001618756
2106,QTS,0001577368
2107,QTWO,0001410384
2108,QUAD,0001481792
2109,QUOT,0001115128
2110,QVCC,0001254699
2111,QVCD,0001254699
2112,R,0000085961
2113,RA,0001655099
2114,RACE,0001648416
2115,RAD,0000084129
2116,RAMP,0000733269
2117,RBA,0001046102
2118,RBAC,0001815184
2119,RBC,0000082811
2120,RC,0001527590
2121,RCA,0001527590
2122,RCB,0001527590
2123,RCG,0000919567
2124,RCI,0000733099
2125,RCL,0000884887
2126,RCP,0001527590
2127,RCS,0000916183
2128,RCUS,0001724521
2129,RDN,0000890926
2130,RDY,0001135951
2131,RE,0001095073
2132,REI,0001384195
2133,RELX,0000929869
2134,REML,0001053092
2135,RENN,0001509223
2136,RES,0000742278
2137,RESI,0001555039
2138,REV,0000887921
2139,REVG,0001687221
2140,REX,0000744187
2141,REXR,0001571283
2142,REZI,0001740332
2143,RF,0001281761
2144,RFI,0000891290
2145,RFL,0001713863
2146,RFP,0001393066
2147,RGA,0000898174
2148,RGR,0000095029
2149,RGS,0000716643
2150,RGT,0001514490
2151,RH,0001528849
2152,RHE,0001004724
2153,RHI,0000315213
2154,RHP,0001040829
2155,RIG,0001451505
2156,RIO,0000863064
2157,RIV,0001501072
2158,RJA,0000352960
2159,RJF,0000720005
2160,RJI,0000352960
2161,RJN,0000352960
2162,RJZ,0000352960
2163,RKT,0001805284
2164,RL,0001037038
2165,RLGT,0001171155
2166,RLGY,0001398987
2167,RLH,0001052595
2168,RLI,0000084246
2169,RLJ,0001511337
2170,RM,0001519401
2171,RMAX,0001581091
2172,RMD,0000943819
2173,RMED,0001716621
2174,RMG,0001757932
2175,RMI,0001746967
2176,RMPL$,0001644771
2177,RMT,0000912147
2178,RNG,0001384905
2179,RNGR,0001699039
2180,RNP,0001224450
2181,RNR,0000913144
2182,RODI,0000312070
2183,ROG,0000084748
2184,ROK,0001024478
2185,ROL,0000084839
2186,ROP,0000882835
2187,RPAI,0001222840
2188,RPLA,0001763731
2189,RPM,0000110621
2190,RPT,0000842183
2191,RQI,0001157842
2192,RRC,0000315852
2193,RRD,0000029669
2194,RS,0000861884
2195,RSG,0001060391
2196,RTP,0001819848
2197,RTX,0000101829
2198,RVI,0001735184
2199,RVLV,0001746618
2200,RVP,0000946563
2201,RVT,0000804116
2202,RWT,0000930236
2203,RXN,0001439288
2204,RY,0001000275
2205,RYAM,0001597672
2206,RYB,0001708441
2207,RYI,0001481582
2208,RYN,0000052827
2209,RZA,0000898174
2210,RZB,0000898174
2211,SA,0001231346
2212,SACC,0001682220
2213,SACH,0001682220
2214,SAF,0001377936
2215,SAFE,0001688852
2216,SAH,0001043509
2217,SAIC,0001571123
2218,SAIL,0001627857
2219,SALT,0001587264
2220,SAM,0000949870
2221,SAN,0000891478
2222,SAND,0001434614
2223,SAP,0001000184
2224,SAR,0001377936
2225,SAVE,0001498710
2226,SB,0001434754
2227,SBBA,0001483934
2228,SBE,0001777393
2229,SBG,0001816708
2230,SBH,0001368458
2231,SBOW,0000351817
2232,SBR,0000710752
2233,SBS,0001170858
2234,SBSW,0001786909
2235,SC,0001580608
2236,SCCB,0001682220
2237,SCCC,0001682220
2238,SCCO,0001001838
2239,SCD,0001270131
2240,SCHW,0000316709
2241,SCI,0000089089
2242,SCL,0000094049
2243,SCPE,0001764301
2244,SCS,0001050825
2245,SCU,0001403256
2246,SCVX,0001794717
2247,SCX,0000093676
2248,SD,0001349436
2249,SDHY,0001812923
2250,SDPI,0001600422
2251,SE,0001703399
2252,SEAH,0001820852
2253,SEAS,0001564902
2254,SEB,0000088121
2255,SEE,0001012100
2256,SEM,0001320414
2257,SENS,0001616543
2258,SF,0000720672
2259,SFB,0000720672
2260,SFE,0000086115
2261,SFL,0001289877
2262,SFTW,0001753539
2263,SFUN,0001294404
2264,SGG,0000312070
2265,SGU,0001002590
2266,SHAK,0001620533
2267,SHG,0001263043
2268,SHI,0000908732
2269,SHLX,0001610466
2270,SHO,0001295810
2271,SHOP,0001594805
2272,SHW,0000089800
2273,SI,0001312109
2274,SID,0001049659
2275,SIF,0000090168
2276,SIG,0000832988
2277,SII,0001512920
2278,SILV,0001659520
2279,SIM,0000887153
2280,SITC,0000894315
2281,SITE,0001650729
2282,SIX,0000701374
2283,SJI,0000091928
2284,SJM,0000091419
2285,SJR,0000932872
2286,SJT,0000319655
2287,SJW,0000766829
2288,SKM,0001015650
2289,SKT,0000899715
2290,SKX,0001065837
2291,SKY,0000090896
2292,SLB,0000087347
2293,SLCA,0001524741
2294,SLF,0001097362
2295,SLG,0001040971
2296,SLQT,0001794783
2297,SM,0000893538
2298,SMAR,0001366561
2299,SMFG,0001022837
2300,SMG,0000825542
2301,SMHB,0001114446
2302,SMHI,0001690334
2303,SMLP,0001549922
2304,SMM,0001534293
2305,SMP,0000093389
2306,SMTS,0001705259
2307,SNA,0000091440
2308,SNAP,0001564408
2309,SNDR,0001692063
2310,SNE,0000313838
2311,SNMP,0001362705
2312,SNN,0000845982
2313,SNOW,0001640147
2314,SNP,0001123658
2315,SNPR,0001819584
2316,SNR,0001610114
2317,SNV,0000018349
2318,SNX,0001177394
2319,SO,0000092122
2320,SOAC,0001798562
2321,SOGO,0001713947
2322,SOI,0001697500
2323,SOJB,0000092122
2324,SOJC,0000092122
2325,SOJD,0000092122
2326,SOL,0001417892
2327,SOLN,0000092122
2328,SON,0000091767
2329,SOR,0000091847
2330,SOS,0001346610
2331,SPB,0000109177
2332,SPCE,0001706946
2333,SPE,0000897802
2334,SPG,0001063761
2335,SPGI,0000064040
2336,SPH,0001005210
2337,SPLP,0001452857
2338,SPOT,0001639920
2339,SPR,0001364885
2340,SPXC,0000088205
2341,SPXX,0001338561
2342,SQ,0001512673
2343,SQM,0000909037
2344,SQNS,0001383395
2345,SQZ,0001604477
2346,SR,0001126956
2347,SRC,0001308606
2348,SRE,0001032208
2349,SRG,0001628063
2350,SRI,0001043337
2351,SRL,0000016859
2352,SRLP,0001525287
2353,SRT,0001031029
2354,SRV,0001400897
2355,SSD,0000920371
2356,SSL,0000314590
2357,SSTK,0001549346
2358,SSY,0000096793
2359,ST,0001477294
2360,STAG,0001479094
2361,STAR,0001095651
2362,STC,0000094344
2363,STE,0001757898
2364,STG,0001723935
2365,STK,0001471420
2366,STL,0001070154
2367,STM,0000932787
2368,STN,0001131383
2369,STNG,0001483934
2370,STON,0001753886
2371,STOR,0001538990
2372,STPK,0001758766
2373,STT,0000093751
2374,STWD,0001465128
2375,STXS,0001289340
2376,STZ,0000016918
2377,SU,0000311337
2378,SUI,0000912593
2379,SUM,0001621563
2380,SUN,0001552275
2381,SUP,0000095552
2382,SUPV,0001517399
2383,SUZ,0000909327
2384,SVM,0001340677
2385,SVT,0000089140
2386,SWCH,0001710583
